stuID,schID,gender,pre_region,trans_stu,trans_pa,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1
3210,1090,1,4,2,2,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,2,5,5,4,4,2,3,3,4,3,3,3,3,4,4,4,4,4,4,2,4,4,4,2,4,3,3,4,300,1,1,0,0,0,0,0,0,0,161.3333333,0
3211,1090,1,4,2,2,5,4,4,5,5,5,5,3,4,3,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,3,5,4,4,4,4,5,5,5,4,4,3,3,4,5,4,3,4,4,3,2,380,1,1,0,0,0,0,0,0,0,238.3333333,1
3212,1090,1,4,2,2,5,4,5,5,4,4,4,3,4,4,5,5,4,4,4,4,4,4,2,4,3,4,4,4,3,5,4,3,3,2,3,3,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,400,1,1,0,0,0,0,0,0,0,249.3333333,1
3213,1090,1,4,2,2,5,4,4,5,3,4,4,3,3,1,4,4,3,3,4,4,3,3,3,4,3,5,4,3,3,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,2,3,4,3,5,3,4,5,1,1000,1,1,0,0,0,0,0,0,0,205,0
3214,1090,1,4,2,2,3,4,4,4,3,3,3,3,3,2,3,4,4,4,4,4,4,4,3,4,3,4,4,4,2,3,4,4,5,4,5,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,3,250,3,0,0,1,0,0,0,0,0,144,0
3215,1090,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,4,3,4,4,3,3,2,3,4,2,2,3,3,4,2,400,2,0,1,0,0,0,0,0,0,196.3333333,0
3216,1090,1,4,2,2,5,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,5,5,5,5,4,3,3,4,4,2,2,3,3,3,4,3,3,3,3,3,3,3,3,4,2,2,3,4,4,3,3,4,4,2,430,1,1,0,0,0,0,0,0,0,218.6666667,0
3217,1090,2,4,2,2,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,2,4,5,2,2,1,2,1,3,3,3,3,3,3,4,3,4,2,3,2,3,4,2,3,3,3,4,4,500,-5,0,0,0,0,0,0,0,0,234.6666667,0
3218,1090,2,4,2,2,5,5,4,5,5,4,3,3,4,5,5,4,4,4,5,4,4,3,5,5,5,5,4,4,3,5,5,4,3,3,3,3,4,3,4,4,4,4,3,3,3,3,2,2,3,4,4,3,4,4,4,2,600,1,1,0,0,0,0,0,0,0,229.6666667,0
3219,1090,2,4,2,2,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,4,5,3,2,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,5,4,3,3,5,4,4,4,330,1,1,0,0,0,0,0,0,0,242,0
3220,1090,1,4,2,2,5,4,5,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,400,1,1,0,0,0,0,0,0,0,199.6666667,0
3221,1090,1,4,2,2,4,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,3,3,2,3,2,4,5,5,4,5,5,4,2,3,3,3,4,4,4,4,3,4,4,4,4,4,3,2,3,2,3,3,2,4,3,2,600,4,0,0,0,1,0,0,0,0,238.3333333,1
3222,1090,1,4,2,2,5,4,3,4,4,4,4,3,4,4,4,4,4,4,5,4,5,5,4,5,4,4,4,4,3,4,4,5,5,5,5,5,5,4,4,4,3,3,4,4,4,4,3,4,4,5,4,4,4,4,4,3,200,1,1,0,0,0,0,0,0,0,207,0
3223,1090,1,4,2,2,5,5,4,5,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,5,4,3,2,3,2,3,3,3,2,2,2,3,3,3,3,2,2,2,3,4,3,2,5,4,3,4,300,1,1,0,0,0,0,0,0,0,182.6666667,0
3224,1090,1,4,2,2,4,3,5,4,4,4,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,3,4,5,5,4,4,3,4,4,4,4,3,4,3,4,4,5,5,3,4,4,4,3,3,3,4,4,4,2,500,1,1,0,0,0,0,0,0,0,202.3333333,0
3225,1090,1,4,2,2,4,3,3,4,3,3,3,3,3,2,2,4,4,4,4,3,3,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,3,850,4,0,0,0,1,0,0,0,0,172.6666667,0
3226,1090,1,4,2,2,5,5,4,5,4,5,5,5,5,5,5,4,4,3,4,4,4,3,4,4,4,4,5,5,5,5,5,4,3,4,3,4,4,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,4,4,4,3,250,-1,0,0,0,0,0,0,0,0,223.6666667,0
3227,1090,1,4,2,2,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,-1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,500,7,0,0,0,0,0,0,1,0,185.3333333,0
3228,1090,1,4,2,2,3,3,2,4,3,3,3,3,3,3,3,4,3,2,5,3,4,3,2,3,4,4,4,3,1,3,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,4,3,2,3,4,4,4,3,4,3,2,276,2,0,1,0,0,0,0,0,0,190,0
3229,1090,2,4,2,2,3,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,4,2,3,4,4,4,4,4,3,2,700,1,1,0,0,0,0,0,0,0,214.6666667,1
3230,1090,1,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,5,5,4,2,3,3,3,4,4,4,4,3,5,5,3,5,4,3,3,2,3,4,3,5,5,4,2,250,1,1,0,0,0,0,0,0,0,208.6666667,0
3231,1090,1,4,2,2,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,5,5,3,3,4,3,2,3,3,2,2,3,2,4,3,4,4,2,2,4,4,3,2,4,4,4,4,500,4,0,0,0,1,0,0,0,0,162,0
3232,1090,1,4,2,2,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,2,450,1,1,0,0,0,0,0,0,0,208.3333333,0
3233,1090,2,4,2,2,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,3,3,4,4,3,3,3,3,3,2,4,3,3,4,4,3,3,4,4,4,3,600,1,1,0,0,0,0,0,0,0,234.6666667,0
3234,1090,2,4,2,2,5,4,4,5,4,5,5,4,5,5,4,4,3,4,4,3,3,4,2,3,4,2,4,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,380,1,1,0,0,0,0,0,0,0,239.6666667,2
3235,1090,2,4,2,2,5,3,4,1,3,3,3,3,3,3,5,5,3,5,5,4,3,3,3,3,2,3,4,4,5,5,5,3,2,1,3,2,4,2,2,1,2,1,3,2,1,1,1,1,1,2,2,1,2,3,3,1,100,8,0,0,0,0,0,0,0,1,168,0
3236,1090,1,4,2,2,5,5,5,5,5,4,5,4,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,2,1,2,3,1,3,4,3,3,1,3,3,4,3,4,5,3,5,5,5,4,4,3,3,3,450,6,0,0,0,0,0,1,0,0,220.6666667,0
3237,1090,2,4,2,2,5,5,4,5,4,3,4,3,3,3,5,5,4,4,5,4,5,4,4,4,3,4,4,2,1,3,3,3,4,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,4,5,4,4,3,4,5,2,600,2,0,1,0,0,0,0,0,0,219,1
3238,1091,1,3,2,2,5,5,5,5,5,3,4,3,4,3,4,5,5,4,-1,-1,4,4,2,-1,-1,-1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,3,4,3,1,-1,1,1,0,0,0,0,0,0,0,187,0
3239,1091,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,3,4,5,4,5,4,4,3,3,3,3,3,4,3,3,4,3,3,4,4,4,5,5,4,5,4,3,5,5,5,5,3,1000,1,1,0,0,0,0,0,0,0,240.6666667,0
3240,1091,1,3,2,2,5,5,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,4,5,4,3,5,4,4,4,4,3,2,2,2,3,3,3,3,3,3,2,3,4,3,3,3,3,4,3,4,3,3,4,3,3,2,150,1,1,0,0,0,0,0,0,0,187.3333333,0
3241,1091,2,3,2,2,3,3,4,3,3,3,2,2,2,2,3,5,3,3,5,3,3,3,2,3,3,5,3,4,4,3,3,4,3,4,4,3,4,3,3,4,4,4,4,3,4,3,2,2,3,3,3,2,4,4,4,2,350,2,0,1,0,0,0,0,0,0,153,0
3242,1091,2,3,2,2,5,4,3,4,4,4,4,4,4,4,4,5,4,3,4,3,4,4,4,4,4,4,2,3,3,3,3,2,4,2,4,2,4,3,2,3,2,3,3,3,3,3,2,1,3,4,3,3,4,4,4,1,312,1,1,0,0,0,0,0,0,0,186,0
3243,1091,1,3,2,2,5,5,5,5,4,5,4,4,4,4,5,5,5,4,5,4,4,4,4,4,5,5,4,4,4,4,4,3,3,3,3,3,4,4,4,4,3,3,4,3,3,2,4,2,4,4,4,3,4,5,4,3,510,-5,0,0,0,0,0,0,0,0,236,0
3244,1091,2,3,2,2,5,3,4,5,2,4,3,3,2,1,4,4,3,3,4,3,3,3,3,2,5,5,4,2,5,3,2,5,5,5,5,5,5,3,4,4,4,5,5,3,5,3,4,3,2,3,2,3,4,4,4,3,200,5,0,0,0,0,1,0,0,0,154,0
3245,1091,2,3,2,2,5,3,4,5,3,4,4,4,4,5,5,5,3,4,4,4,2,2,2,3,5,5,5,2,5,4,5,4,4,3,2,2,4,3,4,5,3,3,5,5,3,4,2,1,1,5,3,4,4,5,3,4,500,1,1,0,0,0,0,0,0,0,216.3333333,0
3246,1091,2,3,2,2,4,3,3,4,4,3,3,3,3,3,4,4,4,3,4,4,4,4,3,4,2,4,3,3,5,3,4,3,3,3,3,2,4,4,4,4,3,4,4,4,4,4,4,-1,-1,5,4,3,4,4,4,3,340,2,0,1,0,0,0,0,0,0,218.3333333,0
3247,2137,2,3,1,1,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,3,4,3,5,4,3,5,5,4,3,3,3,3,3,5,4,3,3,3,3,3,3,5,3,3,5,5,5,5,5,5,4,4,400,1,1,0,0,0,0,0,0,0,173.6666667,5
3248,1091,2,3,2,2,2,4,2,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4,3,4,4,3,4,2,4,3,4,4,3,3,3,3,3,3,4,3,4,3,3,2,3,3,4,4,3,3,500,1,1,0,0,0,0,0,0,0,214.6666667,0
3249,1091,1,3,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,2,5,4,3,3,3,2,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,4,-1,-1,-1,4,-1,-1,4,-1,-1,-1,-1,4,-1,-1,5,0,0,0,0,1,0,0,0,122.3333333,0
3250,,1,3,,,4,4,4,4,4,3,3,2,3,4,4,,,,,,,,,,,,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,2,4,4,4,2,350,1,1,0,0,0,0,0,0,0,205,0
3251,1091,2,3,2,2,3,3,3,3,4,3,3,3,4,3,4,4,3,3,4,4,4,4,4,3,2,4,3,3,5,4,4,2,3,1,2,2,3,2,3,2,3,3,4,3,3,3,4,4,3,3,2,3,3,2,2,4,200,6,0,0,0,0,0,1,0,0,195,0
3252,1091,1,3,2,2,2,3,3,3,2,2,1,1,1,1,1,4,3,3,4,3,3,3,3,3,3,3,5,5,3,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,4,2,100,2,0,1,0,0,0,0,0,0,130,0
3253,1091,1,3,2,2,4,4,4,4,3,4,4,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,3,4,3,3,4,3,2,1,1,3,3,4,4,4,4,4,3,1,3,4,5,3,5,4,5,3,3,5,5,3,350,2,0,1,0,0,0,0,0,0,172,0
3254,1091,2,3,2,2,5,4,3,3,4,3,4,4,3,5,4,4,4,3,4,4,4,4,4,4,5,5,5,4,3,5,4,3,2,4,2,2,3,3,2,4,3,4,3,2,3,3,4,3,3,3,2,3,4,4,4,2,250,2,0,1,0,0,0,0,0,0,180,0
3255,1091,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,5,5,4,5,5,3,2,3,5,1,4,5,5,5,3,1,1,2,1,3,4,4,3,4,4,350,6,0,0,0,0,0,1,0,0,167.6666667,0
3256,1091,1,3,2,2,5,5,3,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,5,5,4,3,3,3,4,2,4,4,3,3,4,4,3,4,3,3,2,2,3,4,4,4,3,3,2,800,1,1,0,0,0,0,0,0,0,172.3333333,0
3257,1092,2,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,1,3,1,4,2,2,1,1,1,3,4,4,4,3,3,4,5,4,4,3,3,2,4,5,4,3,5,4,4,4,280,4,0,0,0,1,0,0,0,0,240,0
3258,1092,2,3,2,2,3,3,4,4,4,4,4,3,4,3,4,4,4,4,5,4,5,5,5,5,5,5,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,3,5,3,3,3,4,3,4,3,5,5,5,3,500,-5,0,0,0,0,0,0,0,0,164.3333333,0
3259,1092,1,3,2,2,5,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,5,5,4,5,5,4,5,4,2,3,5,3,3,4,3,5,5,2,500,1,1,0,0,0,0,0,0,0,210.3333333,0
3260,1092,1,3,2,2,4,3,3,3,3,4,3,3,3,3,3,5,5,5,5,3,4,4,3,3,3,3,2,2,2,1,4,4,2,3,4,4,4,3,3,3,2,3,4,3,4,4,4,4,4,4,5,5,4,4,4,3,550,6,0,0,0,0,0,1,0,0,208.3333333,0
3261,1092,2,3,2,2,5,5,5,5,5,4,3,3,3,3,4,5,5,5,5,4,4,4,4,4,4,5,5,4,4,4,5,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,4,4,1,400,1,1,0,0,0,0,0,0,0,225.6666667,1
3262,1092,2,3,2,2,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,4,4,5,3,2,2,2,3,4,4,4,4,4,4,3,4,4,4,5,3,5,5,5,5,5,4,4,1,1000,3,0,0,1,0,0,0,0,0,212.6666667,1
3263,1092,1,3,2,2,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,3,2,2,2,3,3,3,2,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,800,1,1,0,0,0,0,0,0,0,224.3333333,1
3264,1092,2,3,2,2,3,3,4,5,3,3,3,3,3,3,3,5,3,3,5,3,5,5,3,3,3,3,4,4,5,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,5,3,3,3,4,3,4,3,5,5,5,3,500,6,0,0,0,0,0,1,0,0,176.6666667,2
3265,1092,2,3,2,2,5,4,3,4,4,3,3,4,4,5,5,5,5,2,5,4,3,3,3,3,3,3,4,3,4,5,5,4,2,2,4,3,4,4,4,4,3,4,4,3,5,2,3,2,3,2,4,4,4,4,4,4,1600,5,0,0,0,0,1,0,0,0,203.3333333,0
3266,1092,2,3,2,2,5,5,5,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,5,4,5,4,4,4,5,5,3,4,3,3,4,5,5,5,4,4,3,5,5,4,5,3,4,4,4,4,4,4,5,4,3,2,900,6,0,0,0,0,0,1,0,0,242.3333333,0
3267,1092,1,3,2,2,5,4,5,5,3,4,4,4,4,2,4,5,5,5,3,4,4,4,3,4,3,3,5,3,3,5,5,3,3,2,4,4,4,3,3,3,3,4,4,4,4,5,5,2,4,5,5,5,5,3,2,5,250,4,0,0,0,1,0,0,0,0,204,0
3268,1092,1,3,2,2,4,3,3,5,4,5,5,5,5,5,5,3,3,3,4,3,4,4,3,4,4,4,2,2,2,5,5,4,4,4,4,4,4,3,4,4,4,4,5,4,5,3,3,1,4,4,4,3,4,4,4,1,700,1,1,0,0,0,0,0,0,0,197.3333333,0
3269,1092,2,3,2,2,5,4,5,5,5,4,4,3,3,5,3,5,5,4,5,5,3,5,5,5,5,5,5,4,4,5,5,3,2,3,4,4,5,4,4,5,5,5,5,4,5,4,4,4,4,3,3,4,4,4,2,1,700,1,1,0,0,0,0,0,0,0,158,0
3270,1092,1,3,2,2,4,3,3,3,4,2,3,4,3,4,4,4,3,2,3,5,4,3,4,4,4,4,3,4,5,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,2,2,4,4,3,3,3,3,3,250,7,0,0,0,0,0,0,1,0,183,0
3271,1092,2,3,2,2,5,4,5,4,4,4,4,2,3,2,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,5,4,5,4,3,300,1,1,0,0,0,0,0,0,0,208.6666667,2
3272,1092,1,3,2,2,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,-1,5,0,0,0,0,1,0,0,0,150.6666667,1
3273,1092,2,3,2,2,3,4,3,3,3,2,2,3,3,3,3,4,4,3,4,3,4,4,3,4,4,4,2,2,2,2,3,5,5,3,4,3,5,4,3,3,3,4,4,3,4,3,3,3,3,4,3,1,3,4,4,1,300,1,1,0,0,0,0,0,0,0,161.6666667,1
3274,1092,1,3,2,2,3,3,2,4,2,1,1,1,1,1,1,3,2,2,4,3,2,4,1,2,2,4,3,2,5,2,2,5,5,5,5,4,5,4,4,4,4,5,5,5,4,5,5,4,5,5,5,4,4,4,4,3,700,1,1,0,0,0,0,0,0,0,210.3333333,1
3275,1092,2,3,2,2,5,5,5,5,5,4,3,3,4,3,3,4,4,5,5,5,4,4,4,5,5,5,4,3,4,3,3,5,4,4,3,3,4,4,4,3,3,5,4,3,3,3,2,1,1,1,3,3,1,3,2,1,300,3,0,0,1,0,0,0,0,0,189,0
3276,1093,1,3,2,2,5,5,4,5,4,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,3,3,1,1,2,1,1,2,4,3,2,320,1,1,0,0,0,0,0,0,0,186.3333333,0
3277,1093,1,3,2,2,4,3,2,5,4,3,3,3,3,3,4,3,3,3,4,3,4,4,4,4,4,4,3,2,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,4,300,1,1,0,0,0,0,0,0,0,131.6666667,0
3278,1093,2,3,2,2,4,4,4,4,4,5,5,5,5,4,4,5,5,5,5,4,4,4,4,5,4,4,4,3,3,4,4,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,4,2,3,3,4,4,2,300,1,1,0,0,0,0,0,0,0,179.3333333,1
3279,1093,1,3,2,2,5,4,4,5,4,4,4,3,4,4,2,5,4,4,4,4,4,5,3,4,4,4,2,3,4,5,4,3,3,4,4,3,4,3,3,4,3,3,3,4,3,3,3,2,4,3,4,4,4,5,4,2,350,1,1,0,0,0,0,0,0,0,194.3333333,1
3280,1093,2,3,2,2,5,4,5,5,5,4,5,5,5,5,5,4,3,3,5,5,4,4,3,4,4,4,3,4,3,3,4,2,2,2,2,2,3,4,4,4,3,3,3,3,3,4,4,2,2,4,4,3,4,4,3,4,350,5,0,0,0,0,1,0,0,0,250,0
3281,1093,1,3,2,2,4,3,3,4,-1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-1,1,1,0,0,0,0,0,0,0,174.6666667,0
3282,1093,2,3,2,2,3,3,3,4,4,3,3,3,4,5,3,4,4,4,4,4,4,4,4,4,4,5,1,3,1,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,4,3,4,3,4,4,4,4,600,1,1,0,0,0,0,0,0,0,166,0
3283,1093,1,3,2,2,4,4,3,4,3,4,3,3,4,3,4,5,5,3,4,5,4,3,5,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,360,1,1,0,0,0,0,0,0,0,168,0
3284,1093,1,3,2,2,4,4,4,4,3,3,3,2,3,2,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,2,2,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,2,400,1,1,0,0,0,0,0,0,0,195,0
3285,1093,2,3,2,2,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,3,3,2,2,3,2,3,3,2,3,2,2,1,3,3,3,3,2,4,4,3,3,3,4,4,4,616,3,0,0,1,0,0,0,0,0,228.3333333,0
3286,1093,1,3,2,2,5,5,5,5,4,3,3,2,4,4,4,5,5,5,5,5,3,3,3,4,4,4,3,4,1,2,3,4,2,2,4,3,4,4,4,4,3,4,3,4,4,2,4,2,3,4,3,3,3,3,2,2,460,1,1,0,0,0,0,0,0,0,208.3333333,0
3287,1093,2,3,2,2,4,3,4,5,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,3,2,3,3,3,4,4,4,4,4,3,4,4,4,5,4,2,2,4,4,2,5,4,4,4,300,1,1,0,0,0,0,0,0,0,195.6666667,1
3288,2077,2,3,1,1,5,4,5,5,5,4,4,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,3,4,5,4,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,4,3,4,2,3,3,1,250,1,1,0,0,0,0,0,0,0,209.6666667,0
3289,1093,1,3,2,2,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,5,4,4,4,4,4,4,3,4,4,2,3,2,1,3,2,1,1,3,5,2,1,1,1,3,5,5,4,3,4,5,4,3,4,5,3,2,350,1,1,0,0,0,0,0,0,0,218.6666667,0
3290,1093,1,3,2,2,4,4,3,4,4,4,4,4,4,3,4,5,5,4,5,4,5,5,5,5,5,5,4,4,4,4,4,5,5,4,5,4,5,5,4,5,3,4,4,3,3,4,4,2,3,4,4,5,5,5,5,4,1000,1,1,0,0,0,0,0,0,0,172.6666667,0
3291,1093,1,3,2,2,3,3,3,3,2,2,2,3,-1,3,3,4,5,4,4,3,3,3,3,4,3,2,2,3,2,2,3,2,1,3,4,3,2,3,3,2,3,3,3,2,2,4,3,3,4,3,4,3,4,4,4,4,250,1,1,0,0,0,0,0,0,0,144,0
3292,1093,1,3,2,2,5,5,5,5,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,4,3,4,4,4,3,3,4,3,3,4,4,5,5,5,5,5,4,5,5,5,4,350,1,1,0,0,0,0,0,0,0,167,0
3293,1093,1,3,2,2,5,5,3,5,5,4,4,4,5,4,5,3,4,3,3,4,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,2,2,3,2,2,3,4,4,2,170,2,0,1,0,0,0,0,0,0,141.3333333,0
3294,1093,1,3,2,2,3,-5,4,4,4,3,4,4,3,5,3,5,5,5,5,5,4,3,3,4,5,5,1,3,2,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,1,4,3,5,4,4,5,5,2,800,1,1,0,0,0,0,0,0,0,157.6666667,0
3295,1093,1,3,2,2,4,3,2,4,2,4,3,3,2,4,5,3,2,2,4,4,2,3,4,3,1,4,4,4,5,3,4,4,3,3,4,3,3,3,3,3,3,4,3,4,4,3,3,2,3,3,3,2,4,4,4,3,1000,6,0,0,0,0,0,1,0,0,161,0
3296,1093,1,3,2,2,4,4,5,5,3,3,3,3,3,5,4,5,5,5,5,3,5,5,4,5,5,5,3,3,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,1000,1,1,0,0,0,0,0,0,0,215.6666667,0
3297,1093,2,3,2,2,5,3,3,5,4,3,3,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,2,3,3,2,2,3,3,3,3,3,4,3,4,4,3,4,2,4,3,4,3,4,5,3,4,300,1,1,0,0,0,0,0,0,0,186,0
3298,1093,2,3,2,2,5,5,3,4,3,4,4,3,4,4,4,5,5,4,5,3,4,4,3,3,4,4,4,3,3,5,5,4,3,2,3,3,3,3,3,4,3,3,3,3,4,3,4,2,4,3,3,3,4,3,3,3,350,1,1,0,0,0,0,0,0,0,182.3333333,0
3299,1093,2,3,2,2,3,4,4,3,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,4,2,3,3,3,3,3,3,3,3,3,4,3,5,5,5,5,5,5,5,5,5,5,5,700,4,0,0,0,1,0,0,0,0,216.3333333,0
3300,1093,2,3,2,2,4,3,3,3,4,5,4,4,4,5,5,3,4,3,3,4,4,4,4,4,3,3,4,4,5,4,3,4,3,2,3,4,4,4,5,4,3,5,3,3,3,3,4,3,4,3,2,3,4,3,3,3,270,3,0,0,1,0,0,0,0,0,208,1
