stuID,schID,gender,pre_region,trans_stu,trans_pa,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1,multicultur_per,sch_SES,sch_academic_abil
4043,1127,1,3,2,2,4,4,4,5,3,3,4,3,4,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,3,4,3,3,4,3,4,4,3,4,2,4,5,3,4,5,3,3,4,600,-5,0,0,0,0,0,0,0,0,228.6666667,0,4.977375566,,
4044,1127,2,3,2,2,4,4,2,4,2,2,2,2,2,3,2,4,3,2,4,3,3,2,4,3,4,4,3,3,4,3,2,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,4,4,4,3,3,4,3,4,1,600,1,1,0,0,0,0,0,0,0,210,0,4.977375566,,
4045,1127,2,3,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,4,4,3,4,4,3,3,2,3,4,3,3,3,4,3,3,3,3,2,2,3,4,4,3,2,3,3,2,280,1,1,0,0,0,0,0,0,0,158.3333333,0,4.977375566,,
4046,1127,2,3,2,2,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,4,3,3,3,4,5,5,5,5,5,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,5,5,5,5,5,5,4,3,550,1,1,0,0,0,0,0,0,0,210.3333333,0,4.977375566,,
4047,1127,1,3,2,2,4,4,5,4,4,4,4,3,4,5,4,4,4,5,3,4,4,4,4,4,5,5,5,4,4,5,5,4,2,3,3,3,4,4,4,4,3,5,4,3,4,5,5,5,5,5,5,4,4,3,3,4,700,6,0,0,0,0,0,1,0,0,224.3333333,0,4.977375566,,
4048,1127,1,3,2,2,3,4,2,4,3,3,3,2,3,2,3,4,3,3,4,4,4,3,4,4,4,5,3,3,4,3,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,4,4,2,3,3,1,4,4,4,4,1,600,7,0,0,0,0,0,0,1,0,243.6666667,4,4.977375566,,
4049,1127,2,3,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,4,2,5,4,3,3,3,3,3,3,3,3,4,3,5,4,3,3,4,4,3,3,4,4,4,4,4,3,3,500,1,1,0,0,0,0,0,0,0,214,0,4.977375566,,
4050,1127,2,3,2,2,4,4,3,4,4,3,3,3,3,3,1,4,5,4,5,4,4,4,4,4,4,4,4,4,3,3,-1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,2,2,5,4,4,1,350,1,1,0,0,0,0,0,0,0,218.6666667,0,4.977375566,,
4051,1127,1,3,2,2,5,4,5,5,4,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,5,-1,-1,-1,4,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,520,1,1,0,0,0,0,0,0,0,240,1,4.977375566,,
4052,1128,2,3,2,2,4,5,3,4,3,4,4,4,4,3,3,4,3,3,5,4,4,4,3,4,4,3,4,4,4,3,3,5,3,2,3,4,4,3,3,4,4,5,4,3,3,3,3,2,3,5,3,4,3,4,3,2,250,1,1,0,0,0,0,0,0,0,177.3333333,1,11.53846154,,
4053,1128,2,3,2,2,5,4,4,4,5,3,3,3,4,3,5,5,4,4,4,4,3,4,2,3,4,4,5,5,5,5,5,4,3,3,3,2,2,3,2,2,2,2,2,3,2,4,4,4,4,4,4,3,4,4,3,2,200,6,0,0,0,0,0,1,0,0,250.3333333,0,11.53846154,,
4054,1128,2,3,2,2,5,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,3,3,3,3,3,3,3,2,4,3,3,2,3,4,4,3,4,3,3,4,4,3,4,230,1,1,0,0,0,0,0,0,0,228.6666667,0,11.53846154,,
4055,1128,2,3,2,2,5,4,5,5,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,5,5,5,-1,4,5,5,5,3,5,4,5,4,4,4,4,5,4,5,4,3,5,3,5,5,5,5,5,5,5,5,-1,1,1,0,0,0,0,0,0,0,174,0,11.53846154,,
4056,1128,2,3,2,2,5,4,4,4,4,4,4,5,4,4,4,4,3,3,4,4,4,4,4,3,3,4,3,4,2,4,3,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,2,2,3,4,1,3,3,3,4,1,240,1,1,0,0,0,0,0,0,0,236,1,11.53846154,,
4057,1128,2,3,2,2,5,4,3,4,4,4,4,3,4,3,5,5,4,4,5,4,4,4,5,4,5,5,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,1,4,4,5,5,4,4,3,2,-1,3,0,0,1,0,0,0,0,0,233,1,11.53846154,,
4058,1128,2,3,2,2,5,4,4,5,4,5,5,5,5,5,5,4,3,3,4,3,3,3,3,3,3,3,4,3,4,5,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,2,400,1,1,0,0,0,0,0,0,0,204.6666667,0,11.53846154,,
4059,1128,2,3,2,2,5,5,5,5,5,4,5,5,5,3,4,5,4,4,4,4,5,5,4,4,5,4,5,5,4,5,5,4,3,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,200,3,0,0,1,0,0,0,0,0,242.3333333,1,11.53846154,,
4060,1128,1,3,2,2,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,3,4,4,3,3,2,3,3,3,2,3,4,4,5,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,2,4,4,4,4,1,1000,1,1,0,0,0,0,0,0,0,223.6666667,0,11.53846154,,
4061,1128,1,3,2,2,5,3,3,4,3,3,3,2,3,2,3,3,4,3,4,3,4,4,3,3,3,3,3,3,1,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,2,350,1,1,0,0,0,0,0,0,0,232.6666667,1,11.53846154,,
4062,1128,1,3,2,2,5,3,4,4,3,4,4,3,4,3,5,5,3,4,5,3,4,3,3,3,4,5,3,3,3,3,4,3,3,2,4,1,3,3,3,3,3,3,3,3,3,5,1,5,3,5,3,3,1,3,3,1,500,1,1,0,0,0,0,0,0,0,202,0,11.53846154,,
4063,1128,1,3,2,2,3,3,3,3,2,1,1,1,1,1,1,5,3,3,5,3,3,3,1,2,1,3,4,3,1,1,1,4,4,4,4,2,2,3,3,3,3,3,4,4,3,3,4,2,3,4,4,2,3,4,4,4,800,1,1,0,0,0,0,0,0,0,186,0,11.53846154,,
4064,1128,1,3,2,2,4,4,4,4,4,3,3,1,3,1,2,2,5,3,4,5,4,3,2,3,1,4,3,3,2,2,3,4,5,1,4,3,4,4,4,4,3,3,4,3,3,3,4,3,3,3,3,4,4,5,5,2,530,4,0,0,0,1,0,0,0,0,233,1,11.53846154,,
4065,1128,1,3,2,2,5,4,5,5,3,4,4,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,850,1,1,0,0,0,0,0,0,0,185.6666667,0,11.53846154,,
4066,1128,2,3,2,2,5,5,5,5,3,5,4,2,3,2,5,4,3,4,5,4,4,4,2,4,1,5,4,2,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,4,4,4,5,5,5,5,500,1,1,0,0,0,0,0,0,0,177.3333333,1,11.53846154,,
4067,2130,2,3,1,1,3,3,3,3,3,4,4,2,3,3,4,4,5,4,4,5,4,4,4,4,4,4,3,3,1,2,3,3,2,3,4,4,4,4,3,4,3,5,4,3,3,2,3,1,3,3,3,3,4,4,4,1,144,2,0,1,0,0,0,0,0,0,174.6666667,1,#VALUE!,,
4068,1128,2,3,2,2,5,5,5,4,3,3,3,3,3,2,3,4,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,4,1,2,3,3,3,3,3,3,2,2,2,2,4,3,1,4,4,4,5,5,4,5,2,400,3,0,0,1,0,0,0,0,0,236,1,11.53846154,,
4069,1128,2,3,2,2,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,4,2,2,3,3,2,3,3,4,5,2,4,3,4,4,3,4,3,4,3,3,3,3,3,2,4,4,4,3,5,4,4,4,700,1,1,0,0,0,0,0,0,0,199,1,11.53846154,,
4070,1128,2,3,2,2,3,3,4,3,3,2,2,2,3,1,2,5,4,4,5,4,4,4,5,5,5,5,3,3,4,4,5,3,4,2,3,3,2,4,3,4,3,3,3,3,3,4,3,2,4,4,4,5,4,4,4,4,800,3,0,0,1,0,0,0,0,0,259.3333333,0,11.53846154,,
4071,1128,2,3,2,2,5,5,4,5,4,3,3,4,4,3,4,5,4,4,5,5,5,5,5,5,5,5,3,3,1,3,3,4,3,3,4,4,3,3,3,4,3,3,4,3,4,3,4,2,3,4,2,2,2,4,4,2,320,1,1,0,0,0,0,0,0,0,213.6666667,0,11.53846154,,
4072,1128,2,3,2,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,3,5,5,3,3,5,4,4,5,4,5,5,4,5,5,4,4,5,4,5,1,4,4,1,5,2,5,2,4,4,4,300,1,1,0,0,0,0,0,0,0,172,0,11.53846154,,
4073,1128,2,3,2,2,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,2,600,1,1,0,0,0,0,0,0,0,217.3333333,1,11.53846154,,
4074,1128,2,3,2,2,5,3,3,4,4,3,3,4,4,4,5,5,4,3,4,5,5,5,5,5,5,5,4,4,2,3,4,4,3,2,4,3,4,4,3,4,2,3,4,4,4,4,4,3,4,3,4,4,4,5,5,5,1000,5,0,0,0,0,1,0,0,0,174.6666667,2,11.53846154,,
4075,1128,1,3,2,2,4,4,4,4,4,4,4,4,3,4,4,5,5,4,5,4,3,3,4,4,4,5,4,4,4,5,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,4,4,2,800,1,1,0,0,0,0,0,0,0,233,0,11.53846154,,
4076,1128,1,3,2,2,3,3,4,4,3,3,3,4,4,3,3,4,4,4,4,3,3,3,3,4,2,4,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,500,2,0,1,0,0,0,0,0,0,212,1,11.53846154,,
4077,1128,1,3,2,2,5,4,4,5,3,5,4,5,5,5,5,5,4,4,4,3,3,3,4,3,3,4,5,5,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,2,4,2,2,3,3,3,4,4,4,3,400,1,1,0,0,0,0,0,0,0,195.3333333,0,11.53846154,,
4078,1128,1,3,2,2,3,3,3,4,3,3,3,4,3,4,4,5,5,4,5,5,5,5,5,5,5,5,3,3,2,3,4,4,4,3,4,3,3,4,4,-5,3,3,3,4,4,4,4,3,3,3,3,2,3,4,4,3,600,1,1,0,0,0,0,0,0,0,235.6666667,0,11.53846154,,
4079,1128,2,3,2,2,4,3,3,5,4,4,4,4,4,4,5,4,4,5,4,4,3,4,4,4,2,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,350,5,0,0,0,0,1,0,0,0,225.3333333,0,11.53846154,,
4080,1128,2,3,2,2,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,4,4,3,3,3,3,1,2,3,4,4,4,3,2,5,2,3,3,2,2,2,5,5,5,4,4,4,4,1,500,1,1,0,0,0,0,0,0,0,249.3333333,2,11.53846154,,
4081,1128,2,3,2,2,3,3,4,4,5,3,2,3,3,4,4,4,4,4,4,4,2,2,3,2,3,2,5,5,4,4,5,4,4,3,4,4,4,5,4,5,4,4,4,4,4,4,3,2,4,4,4,2,4,5,5,4,250,1,1,0,0,0,0,0,0,0,238,0,11.53846154,,
4082,1128,2,3,2,2,4,3,3,5,3,3,4,5,5,5,5,3,3,2,3,3,3,2,1,1,1,2,3,3,2,4,3,4,4,3,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,2,520,1,1,0,0,0,0,0,0,0,232.6666667,1,11.53846154,,
4083,1128,2,3,2,2,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,3,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,1000,1,1,0,0,0,0,0,0,0,214.6666667,0,11.53846154,,
4084,1128,1,3,2,2,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,4,5,2,2,2,3,3,3,2,2,3,3,3,4,2,2,1,2,3,3,3,4,3,3,1,380,1,1,0,0,0,0,0,0,0,220.6666667,0,11.53846154,,
4085,1128,1,3,2,2,5,4,5,5,5,4,4,4,5,5,5,5,4,4,5,4,3,4,3,5,5,4,5,4,5,3,3,5,5,4,4,4,4,4,3,3,2,3,4,3,3,4,4,4,4,4,3,2,3,4,4,2,620,4,0,0,0,1,0,0,0,0,230,0,11.53846154,,
4086,1128,1,3,2,2,5,5,4,5,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,2,4,4,4,4,1,3,3,3,3,3,3,2,3,3,3,3,5,5,5,3,1,1,2,1,5,5,1,400,6,0,0,0,0,0,1,0,0,199,2,11.53846154,,
4087,1128,1,3,2,2,4,4,3,3,3,4,3,2,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,2,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,5,3,3,5,3,3,2,800,1,1,0,0,0,0,0,0,0,198.6666667,0,11.53846154,,
4088,1128,1,3,2,2,4,3,4,4,3,4,4,4,5,4,4,3,3,3,4,4,3,3,3,3,2,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,3,2,3,4,5,2,350,1,1,0,0,0,0,0,0,0,205.3333333,0,11.53846154,,
4089,1128,1,3,2,2,4,4,3,4,3,2,2,2,2,2,2,3,4,3,4,3,3,3,2,3,2,3,2,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,2,3,2,3,3,3,3,1,250,1,1,0,0,0,0,0,0,0,187.6666667,0,11.53846154,,
4090,1128,1,3,2,2,5,4,5,5,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,5,3,4,4,4,4,4,3,3,3,3,2,3,3,4,4,4,4,4,4,-1,1,1,0,0,0,0,0,0,0,233.3333333,0,11.53846154,,
4091,1128,1,3,2,2,4,3,4,5,4,4,3,3,4,3,5,4,4,4,5,4,4,4,4,4,4,5,5,4,5,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,2,4,3,-1,4,4,3,700,6,0,0,0,0,0,1,0,0,235,0,11.53846154,,
4092,1128,1,3,2,2,5,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,5,3,2,2,3,3,3,3,3,3,3,4,3,3,5,3,4,2,3,3,4,4,4,4,4,4,-1,5,0,0,0,0,1,0,0,0,218,2,11.53846154,,
4093,1129,1,3,2,2,4,4,5,5,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4,5,3,5,1,5,5,4,4,4,4,4,4,4,4,3,2,2,4,3,4,3,4,5,5,2,250,1,1,0,0,0,0,0,0,0,204,0,4.651162791,,
4094,1129,2,3,2,2,5,3,3,5,4,3,3,3,3,4,4,4,3,3,5,3,3,3,2,3,2,3,2,4,2,3,3,3,2,3,3,4,3,4,4,3,3,4,3,3,3,3,4,3,3,3,3,2,3,3,3,2,350,3,0,0,1,0,0,0,0,0,203.3333333,0,4.651162791,,
4095,1129,2,3,2,2,5,5,5,5,4,4,5,4,4,5,4,5,5,5,5,5,4,4,5,5,4,5,3,5,5,4,5,3,3,4,3,3,4,3,3,4,4,3,3,3,3,3,4,3,4,4,2,3,3,5,5,2,500,3,0,0,1,0,0,0,0,0,216,0,4.651162791,,
4096,1129,2,3,2,2,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,2,2,3,3,3,2,200,1,1,0,0,0,0,0,0,0,216,1,4.651162791,,
4097,1129,2,3,2,2,4,3,3,4,3,4,4,2,3,3,3,4,4,3,4,4,4,4,4,4,5,5,4,4,3,4,4,2,2,3,3,2,2,3,3,3,2,3,2,3,3,2,4,3,3,3,3,2,2,4,4,4,350,3,0,0,1,0,0,0,0,0,204.3333333,0,4.651162791,,
4098,1129,1,3,2,2,5,5,5,5,4,3,3,1,3,2,4,5,4,4,4,4,4,4,3,4,4,4,4,4,1,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,2,3,4,4,3,500,1,1,0,0,0,0,0,0,0,185.6666667,0,4.651162791,,
4099,1129,2,3,2,2,5,4,3,4,3,3,3,3,3,4,4,4,3,3,3,3,4,3,3,3,4,3,3,3,2,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,4,3,3,2,3,4,1,400,1,1,0,0,0,0,0,0,0,215,0,4.651162791,,
4100,1129,2,3,2,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4,4,4,4,4,5,5,5,5,4,5,3,2,1,3,4,4,3,3,3,2,4,500,1,1,0,0,0,0,0,0,0,149.3333333,1,4.651162791,,
4101,1129,1,3,2,2,4,3,3,5,3,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,5,3,3,4,5,4,1,800,1,1,0,0,0,0,0,0,0,201,0,4.651162791,,
4102,1129,2,3,2,2,5,4,4,4,5,4,4,5,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,5,4,5,3,5,3,3,3,3,4,3,4,4,4,4,4,4,2,4,3,1,3,4,4,4,2,300,1,1,0,0,0,0,0,0,0,225.3333333,2,4.651162791,,
4103,1129,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,2,3,4,3,4,3,4,3,3,700,4,0,0,0,1,0,0,0,0,208.3333333,0,4.651162791,,
4104,1129,1,3,2,2,4,3,4,3,4,3,2,3,3,3,3,5,3,3,4,4,4,4,3,4,3,4,4,3,2,3,3,4,2,3,2,3,4,3,4,3,3,3,4,3,3,4,3,2,3,3,3,3,4,4,3,2,450,2,0,1,0,0,0,0,0,0,180.6666667,1,4.651162791,,
4105,1129,1,3,2,2,3,3,3,4,3,3,3,4,3,4,3,5,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,-1,4,3,2,450,4,0,0,0,1,0,0,0,0,173,0,4.651162791,,
4106,1129,1,3,2,2,5,4,3,4,3,4,4,2,2,2,2,4,3,3,4,3,3,3,2,3,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,2,3,4,4,3,2,4,3,2,150,4,0,0,0,1,0,0,0,0,192.6666667,0,4.651162791,,
4107,1129,2,3,2,2,5,4,4,4,3,3,3,2,3,2,2,5,5,5,5,3,4,4,4,4,4,4,4,3,2,3,3,4,2,4,3,3,4,4,4,4,3,4,3,3,4,3,4,2,-1,3,4,4,3,4,4,3,420,1,1,0,0,0,0,0,0,0,202.6666667,0,4.651162791,,
4108,1129,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,4,2,4,4,5,4,4,500,4,0,0,0,1,0,0,0,0,191.6666667,1,4.651162791,,
4109,1129,2,3,2,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,300,1,1,0,0,0,0,0,0,0,205.3333333,0,4.651162791,,
4110,1129,2,3,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,2,5,5,4,5,3,3,4,3,4,3,5,4,4,3,3,4,4,3,3,5,5,5,4,650,1,1,0,0,0,0,0,0,0,192.3333333,0,4.651162791,,
4111,1129,1,3,2,2,4,3,4,5,3,3,3,4,3,4,3,5,4,4,4,4,4,4,4,4,5,5,3,4,4,3,3,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,2,5,4,4,4,4,4,4,3,450,2,0,1,0,0,0,0,0,0,193,1,4.651162791,,
4112,1129,1,3,2,2,4,4,4,3,4,3,4,2,4,2,4,4,3,4,4,3,4,-1,2,4,3,4,4,4,4,3,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,500,6,0,0,0,0,0,1,0,0,234.6666667,0,4.651162791,,
4113,1129,2,3,2,2,4,1,3,4,4,3,3,1,1,1,5,3,3,3,5,3,3,3,1,3,1,3,4,4,2,3,4,4,3,4,3,3,4,4,4,3,3,3,4,4,4,4,4,3,4,4,3,3,3,4,4,3,320,1,1,0,0,0,0,0,0,0,191.3333333,0,4.651162791,,
4114,1129,1,3,2,2,3,2,4,5,1,1,1,1,1,1,4,4,4,3,3,2,4,2,3,2,2,5,2,3,3,2,4,4,3,4,3,3,4,2,2,3,2,4,3,3,3,3,4,2,4,3,4,4,4,5,4,2,1000,6,0,0,0,0,0,1,0,0,141,0,4.651162791,,
4115,1129,2,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,4,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,-1,3,4,4,4,4,4,3,2,500,1,1,0,0,0,0,0,0,0,173.6666667,0,4.651162791,,
4116,1129,1,3,2,2,5,5,5,5,5,4,4,2,4,5,5,5,5,5,5,5,4,4,3,4,4,4,5,5,4,5,5,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,3,2,4,3,2,3,2,4,2,3,460,4,0,0,0,1,0,0,0,0,240,0,4.651162791,,
4117,1130,2,3,2,2,4,4,4,4,3,5,4,5,5,5,5,5,4,4,5,3,4,3,4,4,4,4,4,3,3,4,5,3,2,3,2,2,3,4,4,4,4,4,4,4,4,4,3,4,5,5,5,4,3,5,4,1,200,-1,0,0,0,0,0,0,0,0,159.6666667,0,26.15384615,,
4118,1130,2,3,2,2,4,4,3,4,4,3,4,3,4,4,4,5,5,5,5,4,4,4,3,4,4,4,3,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,2,3,3,4,4,2,3,4,2,3,4,4,4,2,400,1,1,0,0,0,0,0,0,0,202,0,26.15384615,,
4119,1130,2,3,2,2,5,4,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,2,-1,2,4,4,3,3,3,3,3,3,3,3,4,4,1,4,4,2,5,4,5,5,1,100,2,0,1,0,0,0,0,0,0,204.3333333,0,26.15384615,,
4120,1130,2,3,2,2,5,5,3,5,4,4,4,4,4,4,5,5,5,4,5,4,4,4,5,5,5,5,5,3,3,5,5,2,2,2,2,1,4,3,3,4,3,4,4,4,3,5,3,3,4,4,2,3,4,4,5,3,300,1,1,0,0,0,0,0,0,0,181.3333333,0,26.15384615,,
4121,1130,1,3,2,2,5,5,5,5,3,3,4,4,4,4,5,3,3,3,3,3,3,3,3,4,2,5,2,3,1,1,3,3,3,4,3,3,4,3,3,3,3,3,2,3,3,3,3,1,2,3,3,4,3,4,3,2,300,1,1,0,0,0,0,0,0,0,228,0,26.15384615,,
4122,1130,1,3,2,2,4,4,3,4,4,3,3,1,3,1,3,4,5,4,4,4,4,3,4,4,5,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,3,4,4,4,5,3,500,5,0,0,0,0,1,0,0,0,189.6666667,0,26.15384615,,
4123,1130,1,3,2,2,5,5,5,5,4,4,4,4,4,3,3,4,5,4,4,4,3,3,3,3,4,4,5,4,3,5,5,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,2,480,1,1,0,0,0,0,0,0,0,189.3333333,0,26.15384615,,
4124,1130,2,3,2,2,5,4,4,5,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,3,4,4,5,5,5,5,5,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,5,4,4,4,4,4,4,4,4,2,1500,3,0,0,1,0,0,0,0,0,229,0,26.15384615,,
4125,1130,1,3,2,2,5,4,4,5,3,4,4,3,4,3,5,5,5,5,5,4,4,4,3,4,3,5,4,4,3,5,4,3,3,3,4,3,4,3,3,3,3,3,4,-1,3,3,4,3,4,3,3,4,4,4,4,3,450,4,0,0,0,1,0,0,0,0,211.3333333,0,26.15384615,,
4126,1130,1,3,2,2,4,4,5,5,5,4,4,4,5,4,4,4,4,4,5,4,5,5,5,4,5,5,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,4,1,4,1,1,3,2,4,2,4,4,2,600,3,0,0,1,0,0,0,0,0,220,0,26.15384615,,
4127,1130,1,3,2,2,4,4,2,3,2,2,2,2,2,2,2,4,4,3,3,3,3,3,2,3,2,4,2,2,1,2,2,3,4,4,3,2,5,3,3,2,1,1,4,1,3,3,5,1,1,4,2,1,5,5,5,5,200,1,1,0,0,0,0,0,0,0,128.6666667,0,26.15384615,,
4128,1130,1,3,2,2,5,3,3,4,3,5,5,3,4,1,4,3,3,2,5,2,5,5,1,3,1,5,5,3,4,5,3,2,2,2,4,2,3,3,3,3,3,3,4,4,3,2,3,2,3,4,4,4,3,3,3,3,130,1,1,0,0,0,0,0,0,0,245.3333333,0,26.15384615,,
