,stuID,schID,gender,pre_region,trans,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per
3220,4091,4972,1,3,0,4,4,4,5,4,3,3,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,200,1,0,0,0,0,0,0,0,0,0,263.3333333,1.336898396
3221,4092,4972,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,2,3,3,3,3,2,2,2,2,2,3,3,3,3,4,3,4,4,300,0,0,0,0,1,0,0,0,0,0,199.6666667,1.336898396
3222,4093,4927,1,3,0,4,4,4,4,3,3,3,2,3,3,4,4,3,4,4,4,4,4,4,3,4,5,4,4,4,4,5,3,3,4,4,4,3,3,4,520,1,0,0,0,0,0,0,0,0,0,159.3333333,4.946996466
3223,4094,4928,2,3,0,5,4,3,4,4,4,3,4,3,4,3,3,3,3,4,3,3,4,3,2,3,3,3,4,3,3,4,3,3,3,3,3,3,2,1,350,1,0,0,0,0,0,0,0,0,0,224.3333333,0
3224,4095,4926,2,3,0,5,5,5,5,4,4,4,3,4,1,2,3,4,3,4,4,3,2,3,2,2,3,4,4,4,3,4,3,3,3,3,4,3,3,3,270,1,0,0,0,0,0,0,0,0,0,233.6666667,1.304347826
3225,4096,4923,2,3,0,3,3,3,4,4,3,3,4,3,3,3,4,4,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,1,230,1,0,0,0,0,0,0,0,0,0,255.3333333,1.428571429
3226,4097,4923,2,3,0,4,4,3,4,4,4,4,3,4,3,3,4,4,3,4,4,3,2,4,4,3,2,3,3,3,3,3,1,3,3,4,4,2,2,2,400,0,0,1,0,0,0,0,0,0,0,221.3333333,1.428571429
3227,4098,4927,1,3,0,5,5,5,5,5,4,3,1,3,2,5,4,4,2,4,4,4,5,5,4,4,4,5,5,5,4,4,4,4,5,4,5,4,3,3,600,1,0,0,0,0,0,0,0,0,0,217,4.946996466
3228,4100,4923,2,3,0,5,4,5,5,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,500,1,0,0,0,0,0,0,0,0,0,170.3333333,1.428571429
3229,4101,4924,1,3,0,4,4,4,4,4,5,5,3,5,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,1,700,1,0,0,0,0,0,0,0,0,0,229.3333333,0.502512563
3230,4102,4923,2,3,0,4,4,4,5,5,4,4,4,4,3,4,5,4,4,4,4,4,3,4,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,2,420,1,0,0,0,0,0,0,0,0,0,245.3333333,1.428571429
3231,4103,4928,2,3,0,5,5,5,5,5,4,4,4,4,5,5,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,500,1,0,0,0,0,0,0,0,0,0,261,0
3232,4106,4927,1,3,0,4,3,2,4,3,2,2,2,2,2,2,4,4,2,3,4,4,5,5,5,4,4,3,3,4,3,2,2,3,4,4,4,2,3,4,170,1,0,0,0,0,0,0,0,0,0,244,4.946996466
3233,4107,4929,2,3,0,4,3,3,4,3,3,3,3,3,3,3,5,4,3,4,5,4,2,3,2,2,3,4,4,4,4,4,3,4,3,4,4,4,3,2,600,1,0,0,0,0,0,0,0,0,0,263.3333333,1.086956522
3234,4108,4929,1,3,0,3,3,3,3,4,3,3,2,3,2,3,3,4,3,3,4,5,2,3,3,3,3,5,5,5,5,5,3,3,3,3,3,3,3,5,300,0,0,0,1,0,0,0,0,0,0,245.6666667,1.086956522
3235,4110,4927,2,3,0,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,3,3,3,3,4,3,3,3,3,3,2,2,2,3,4,3,3,3,700,1,0,0,0,0,0,0,0,0,0,202,4.946996466
3236,4111,4924,1,3,0,5,4,5,5,4,3,4,4,4,4,5,4,4,5,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,500,0,0,0,0,0,1,0,0,0,0,240,0.502512563
3237,4112,4923,1,3,0,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,700,0,0,0,1,0,0,0,0,0,0,276.3333333,1.428571429
3238,4115,4929,2,3,0,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,300,1,0,0,0,0,0,0,0,0,0,236.6666667,1.086956522
3239,4116,4927,1,3,0,5,5,5,5,5,5,5,5,5,5,5,3,2,2,5,5,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,4,4,2,4,560,0,0,0,1,0,0,0,0,0,0,276.3333333,4.946996466
3240,4117,4958,2,3,0,5,3,3,4,3,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,4,3,120,1,0,0,0,0,0,0,0,0,0,180.6666667,3.96039604
3241,4118,5204,2,3,0,4,4,4,4,4,4,4,4,4,4,5,3,4,3,3,4,3,2,3,3,2,3,4,3,4,3,4,3,3,3,4,4,2,3,4,500,0,0,1,0,0,0,0,0,0,0,217.3333333,2.788844622
3242,4119,4958,2,3,0,4,5,5,4,5,5,5,5,5,5,4,5,4,4,5,5,5,3,1,1,5,5,5,3,3,3,3,4,4,4,1,3,2,1,1,220,1,0,0,0,0,0,0,0,0,0,229,3.96039604
3243,4120,4958,2,3,0,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,2,4,4,3,3,3,4,4,3,3,3,4,3,2,1,300,0,0,0,0,1,0,0,0,0,0,196.6666667,3.96039604
3244,4122,4952,1,3,0,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,300,1,0,0,0,0,0,0,0,0,0,207,4.568527919
3245,4123,4958,1,3,0,5,4,5,4,5,4,4,5,5,5,5,4,3,2,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,3,4,3,4,3,4,500,1,0,0,0,0,0,0,0,0,0,203,3.96039604
3246,4124,4951,2,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1200,0,0,1,0,0,0,0,0,0,0,257.6666667,3.827751196
3247,4126,4953,1,3,0,5,5,5,5,5,5,5,5,5,5,5,4,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,600,1,0,0,0,0,0,0,0,0,0,223.6666667,1.492537313
3248,4127,4952,1,3,0,4,4,3,4,3,3,3,2,3,2,4,4,4,2,3,4,4,3,3,2,3,4,4,4,4,4,3,2,2,2,4,4,4,4,1,300,1,0,0,0,0,0,0,0,0,0,226.3333333,4.568527919
3249,4128,4953,1,3,0,5,2,3,4,3,3,4,2,3,2,2,3,3,5,4,4,3,2,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,2,120,1,0,0,0,0,0,0,0,0,0,281,1.492537313
3250,4130,4957,2,3,0,4,3,4,3,3,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,3,3,3,3,3,3,4,3,4,3,4,3,3,3,2,300,1,0,0,0,0,0,0,0,0,0,197,1.941747573
3251,4131,4951,2,3,0,5,4,3,5,4,4,4,4,4,4,4,3,2,3,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,550,1,0,0,0,0,0,0,0,0,0,233.6666667,3.827751196
3252,4132,4950,1,3,0,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,3,2,4,3,3,4,4,4,4,4,5,4,5,4,5,5,5,5,5,530,0,0,0,0,0,0,0,1,0,0,249,1.442307692
3253,4133,4958,1,3,0,3,3,3,3,4,5,5,2,5,1,3,3,4,2,3,4,4,4,3,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,3,500,0,0,0,1,0,0,0,0,0,0,269.6666667,3.96039604
3254,4134,4952,1,3,0,4,4,4,3,4,4,4,4,4,3,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,150,1,0,0,0,0,0,0,0,0,0,190,4.568527919
3255,4135,4952,1,3,0,5,5,5,5,5,4,4,4,4,4,4,5,4,5,4,5,4,3,2,4,3,2,3,3,3,2,4,2,3,4,4,4,4,4,4,400,0,0,0,1,0,0,0,0,0,0,218.3333333,4.568527919
3256,4137,4931,2,3,0,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,2,400,1,0,0,0,0,0,0,0,0,0,195,6.617647059
3257,4138,4931,2,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,3,4,4,3,5,4,3,4,3,3,3,3,2,300,0,0,0,0,0,0,1,0,0,0,232,6.617647059
3258,4139,4934,1,3,0,1,1,3,1,1,5,5,3,3,2,3,3,3,1,1,3,4,4,4,4,4,3,3,2,4,3,4,4,3,4,3,4,3,2,3,300,0,0,0,1,0,0,0,0,0,0,269.3333333,9.278350515
3259,4141,4935,1,3,0,5,4,4,5,4,4,4,4,3,5,5,3,4,4,3,3,2,1,3,3,2,2,3,2,1,3,3,3,3,2,4,4,3,2,4,700,1,0,0,0,0,0,0,0,0,0,201.6666667,0
3260,4142,4933,1,3,0,5,4,4,4,4,4,4,3,3,3,5,2,3,4,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,400,1,0,0,0,0,0,0,0,0,0,169,7.920792079
3261,4143,4934,1,3,0,4,3,4,4,4,4,4,3,5,4,4,3,4,2,3,3,4,3,3,3,3,4,3,4,3,3,4,4,3,4,3,4,3,4,4,600,0,1,0,0,0,0,0,0,0,0,152.3333333,9.278350515
3262,4144,4934,1,3,0,4,4,4,4,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,4,4,3,400,0,1,0,0,0,0,0,0,0,0,178,9.278350515
3263,4145,4935,1,3,0,4,3,3,4,3,4,4,1,4,3,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,300,0,0,0,1,0,0,0,0,0,0,210,0
3264,4146,4934,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,4,3,3,3,3,4,3,3,3,4,4,4,3,2,250,1,0,0,0,0,0,0,0,0,0,267.6666667,9.278350515
3265,4148,4932,2,3,0,4,5,5,4,5,4,4,4,4,4,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,400,1,0,0,0,0,0,0,0,0,0,197.6666667,6.569343066
3266,4149,4932,2,3,0,5,4,3,5,5,5,4,4,4,3,4,5,5,5,4,5,5,4,4,3,3,3,4,4,4,4,4,4,4,4,5,5,5,4,5,300,0,1,0,0,0,0,0,0,0,0,145.3333333,6.569343066
3267,4150,4931,2,3,0,5,5,4,5,5,5,5,5,5,5,5,4,5,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,200,0,0,0,0,0,1,0,0,0,0,204.6666667,6.617647059
3268,4151,4932,2,3,0,4,4,4,3,4,4,4,2,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,3,3,3,4,3,5,5,4,4,4,550,0,0,1,0,0,0,0,0,0,0,254.3333333,6.569343066
3269,4153,4933,1,3,0,4,3,4,3,3,4,4,3,3,3,4,5,5,1,3,5,3,3,3,4,4,4,3,3,4,4,4,3,3,3,5,5,4,4,5,1300,0,0,0,0,0,0,0,1,0,0,261,7.920792079
3270,4154,4934,1,3,0,4,4,3,4,4,4,4,3,4,3,4,4,3,3,3,4,3,2,2,3,2,3,3,3,3,3,4,3,3,4,4,4,3,3,2,612,0,0,0,0,0,0,1,0,0,0,159.6666667,9.278350515
3271,4155,4934,1,3,0,5,5,5,5,5,3,3,5,5,4,4,5,5,5,5,4,3,3,2,2,2,3,3,3,3,3,3,3,2,3,4,4,4,4,2,5216,0,0,0,0,1,0,0,0,0,0,193.6666667,9.278350515
3272,4156,4931,2,3,0,5,4,5,5,4,4,4,4,4,4,4,3,4,3,4,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,300,1,0,0,0,0,0,0,0,0,0,218,6.617647059
3273,4157,4931,2,3,0,5,5,4,5,5,3,3,3,3,3,3,4,4,4,4,4,2,2,2,2,4,2,4,4,3,3,4,4,4,4,4,4,3,2,2,300,1,0,0,0,0,0,0,0,0,0,236.6666667,6.617647059
3274,4158,4932,2,3,0,4,4,4,4,4,4,4,4,4,4,5,3,3,3,4,4,5,5,3,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,3,350,1,0,0,0,0,0,0,0,0,0,151.3333333,6.569343066
3275,4159,4932,2,3,0,4,4,4,4,3,4,4,4,4,5,5,5,5,4,3,5,3,4,3,4,4,5,4,4,3,4,4,4,5,4,4,4,3,4,4,600,0,0,0,0,0,0,1,0,0,0,216,6.569343066
3276,4160,4931,2,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,3,2,3,150,1,0,0,0,0,0,0,0,0,0,272.6666667,6.617647059
3277,4161,4933,1,3,0,5,5,5,5,5,3,4,5,5,5,5,2,2,2,1,3,3,2,3,2,2,4,3,3,3,3,3,3,3,3,4,4,4,3,1,400,0,0,0,0,0,1,0,0,0,0,157.3333333,7.920792079
3278,4162,4933,1,3,0,5,4,4,5,4,5,5,5,5,5,5,4,5,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,2,1,900,0,0,0,0,0,0,0,1,0,0,247.3333333,7.920792079
3279,4163,4934,1,3,0,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,4,3,4,3,2,4,4,4,4,4,3,400,1,0,0,0,0,0,0,0,0,0,229,9.278350515
3280,4164,4935,1,3,0,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,500,1,0,0,0,0,0,0,0,0,0,217,0
3281,4165,4935,1,3,0,5,4,5,5,5,4,4,3,3,5,5,5,5,4,4,5,3,2,3,3,3,3,4,4,4,4,4,2,3,3,2,2,2,2,3,400,1,0,0,0,0,0,0,0,0,0,173.6666667,0
3282,4166,4931,2,3,0,4,4,3,4,4,4,4,4,5,5,5,4,4,3,4,4,5,3,4,4,4,3,3,3,4,3,4,4,3,3,5,4,4,5,4,700,1,0,0,0,0,0,0,0,0,0,232.3333333,6.617647059
3283,4167,4931,2,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,1,1,3,3,3,3,3,2,2,1,3,4,3,2,1,750,1,0,0,0,0,0,0,0,0,0,153.6666667,6.617647059
3284,4168,4932,2,3,0,5,4,4,4,4,3,3,4,3,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,500,1,0,0,0,0,0,0,0,0,0,222.6666667,6.569343066
3285,4169,4932,2,3,0,4,4,3,4,4,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,150,1,0,0,0,0,0,0,0,0,0,172,6.569343066
3286,4170,4931,2,3,0,4,4,4,5,4,3,4,4,4,4,4,4,4,3,3,3,4,2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,300,1,0,0,0,0,0,0,0,0,0,257.3333333,6.617647059
3287,4171,4931,2,3,0,5,5,5,5,5,4,4,5,5,5,5,5,4,3,5,4,4,3,3,4,3,4,4,4,3,3,4,4,4,4,2,4,3,4,2,700,1,0,0,0,0,0,0,0,0,0,258,6.617647059
3288,4172,4932,2,3,0,3,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,3,3,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,500,1,0,0,0,0,0,0,0,0,0,260.6666667,6.569343066
3289,4173,4933,1,3,0,5,3,4,4,3,4,3,3,3,3,5,4,4,3,4,4,2,2,2,3,3,3,4,4,4,4,3,2,4,4,4,4,3,3,4,1000,0,0,0,0,0,0,0,1,0,0,254.3333333,7.920792079
3290,4174,4933,1,3,0,5,5,5,5,5,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,200,1,0,0,0,0,0,0,0,0,0,162.6666667,7.920792079
3291,4175,4934,1,3,0,5,4,4,4,4,4,4,4,4,4,4,3,3,2,5,5,3,2,3,3,3,4,3,3,3,4,3,3,3,3,4,4,4,4,4,320,1,0,0,0,0,0,0,0,0,0,233.3333333,9.278350515
3292,4176,4935,1,3,0,5,5,5,5,5,3,3,3,3,3,4,3,3,3,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,300,1,0,0,0,0,0,0,0,0,0,165.6666667,0
3293,4178,4265,1,3,0,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,600,1,0,0,0,0,0,0,0,0,0,145,0
3294,4180,4934,1,3,0,2,3,2,2,3,4,4,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,330,0,0,0,0,0,0,1,0,0,0,182.6666667,9.278350515
3295,4181,4947,1,4,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,400,0,0,0,0,1,0,0,0,0,0,146,0
3296,4182,4932,2,3,0,4,4,4,4,3,4,4,2,4,2,2,4,4,2,4,4,4,5,4,4,1,5,4,4,4,4,4,4,5,4,4,4,5,5,5,250,0,0,1,0,0,0,0,0,0,0,205.3333333,6.569343066
3297,4183,4931,2,3,0,5,5,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,400,1,0,0,0,0,0,0,0,0,0,191.6666667,6.617647059
3298,4184,4933,1,3,0,4,4,4,4,4,4,4,3,4,4,4,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,400,1,0,0,0,0,0,0,0,0,0,152.6666667,7.920792079
3299,4185,4939,2,3,0,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,4,3,2,4,4,3,4,3,4,4,4,5,3,3,4,3,4,4,3,2,200,1,0,0,0,0,0,0,0,0,0,194,7.960199005
3300,4186,4939,2,3,0,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4,4,4,3,3,3,3,3,300,1,0,0,0,0,0,0,0,0,0,271.6666667,7.960199005
3301,4188,4939,2,3,0,4,4,4,5,4,4,4,3,4,3,4,5,5,3,4,4,4,2,3,3,3,3,3,3,4,3,3,3,3,4,5,5,5,4,4,400,1,0,0,0,0,0,0,0,0,0,254.6666667,7.960199005
3302,4189,4939,1,3,0,4,3,3,4,3,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,2,90,0,1,0,0,0,0,0,0,0,0,163.6666667,7.960199005
3303,4190,4939,1,3,0,4,4,4,4,4,3,3,2,3,2,2,4,3,3,2,4,4,3,3,3,4,4,3,3,3,3,4,4,3,2,3,2,2,2,2,150,0,1,0,0,0,0,0,0,0,0,219.3333333,7.960199005
3304,4191,4939,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,4,3,4,4,4,3,3,4,4,3,3,3,500,1,0,0,0,0,0,0,0,0,0,235,7.960199005
3305,4193,5294,2,3,0,5,4,4,4,4,4,4,4,4,4,4,3,2,3,4,3,3,2,2,3,2,3,3,3,3,3,4,3,4,4,3,3,5,3,5,800,1,0,0,0,0,0,0,0,0,0,136,1.930501931
3306,4195,4940,1,3,0,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,480,1,0,0,0,0,0,0,0,0,0,194.6666667,6.172839506
3307,4196,4939,2,3,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,3,4,4,4,4,4,4,2,3,4,3,3,4,4,4,3,2,500,1,0,0,0,0,0,0,0,0,0,209.3333333,7.960199005
3308,4197,4939,1,3,0,4,4,4,4,4,5,5,5,5,3,4,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,300,1,0,0,0,0,0,0,0,0,0,212,7.960199005
3309,4198,4939,1,3,0,4,4,4,4,4,4,4,4,5,4,4,5,5,4,5,5,3,3,3,4,3,4,4,3,4,3,4,4,4,4,3,3,3,3,2,500,0,0,0,1,0,0,0,0,0,0,270,7.960199005
3310,4199,4939,1,3,0,5,5,5,5,5,2,2,1,3,1,5,5,5,5,5,5,3,2,2,4,3,3,3,3,2,2,3,2,3,3,4,5,4,4,4,800,0,0,1,0,0,0,0,0,0,0,245.6666667,7.960199005
3311,4200,4939,2,3,0,4,4,3,5,5,5,4,5,5,5,5,3,2,2,4,2,4,3,3,3,3,4,3,3,4,3,4,4,4,4,5,3,3,2,2,165,0,0,0,0,1,0,0,0,0,0,185,7.960199005
3312,4201,4939,2,3,0,4,4,4,4,4,4,4,5,4,5,5,5,4,3,5,5,5,4,3,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,4,408,1,0,0,0,0,0,0,0,0,0,212.3333333,7.960199005
3313,4202,5026,2,4,0,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,5,3,5,5,3,4,4,350,1,0,0,0,0,0,0,0,0,0,214.6666667,14.75409836
3314,4203,4939,1,3,0,4,4,4,4,4,3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,600,1,0,0,0,0,0,0,0,0,0,175.3333333,7.960199005
3315,4204,4941,2,4,0,3,4,2,3,3,4,3,3,3,2,3,3,3,2,3,3,3,3,3,4,4,4,3,4,4,4,4,2,3,3,2,2,2,2,2,400,0,0,0,1,0,0,0,0,0,0,260.3333333,11.47540984
3316,4205,4939,1,3,0,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,3,2,3,3,3,3,2,2,3,2,3,3,3,3,3,2,2,3,2,300,0,1,0,0,0,0,0,0,0,0,154,7.960199005
3317,4206,4553,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,3,3,2,2,2,3,3,3,3,4,4,5,3,3,4,4,3,1,200,0,0,0,1,0,0,0,0,0,0,228.3333333,1.005025126
3318,4207,4939,1,3,0,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,3,2,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3,120,1,0,0,0,0,0,0,0,0,0,196,7.960199005
3319,4208,4938,2,3,0,3,3,3,4,4,4,3,2,4,3,4,3,4,2,4,4,4,4,3,3,4,3,3,4,3,4,4,4,4,3,2,3,2,3,2,300,1,0,0,0,0,0,0,0,0,0,201.6666667,4.5
3320,4209,4940,1,3,0,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,5,5,4,4,4,4,3,1,270,1,0,0,0,0,0,0,0,0,0,145.3333333,6.172839506
3321,4210,4940,1,3,0,5,5,5,5,5,4,4,4,4,4,4,5,4,4,5,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,180,1,0,0,0,0,0,0,0,0,0,153.6666667,6.172839506
3322,4213,4938,2,3,0,5,4,5,5,5,3,3,3,3,2,1,5,5,5,5,5,2,2,4,4,2,3,4,4,4,2,3,2,3,3,3,2,2,2,1,300,1,0,0,0,0,0,0,0,0,0,226,4.5
3323,4215,4944,1,4,0,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,3,4,3,2,3,2,3,4,4,4,4,4,3,4,3,4,4,3,3,4,450,1,0,0,0,0,0,0,0,0,0,192.3333333,0
3324,4216,4942,1,4,0,5,4,4,4,3,4,3,3,4,3,4,3,3,2,3,5,5,4,3,4,4,5,4,4,4,4,4,4,4,4,3,3,4,4,3,10,0,1,0,0,0,0,0,0,0,0,204.6666667,0
3325,4217,4943,2,4,0,5,4,3,5,4,4,4,5,4,4,4,4,3,3,3,4,2,2,3,3,2,2,3,3,2,2,2,3,3,2,3,3,3,3,2,250,1,0,0,0,0,0,0,0,0,0,235.3333333,7.878787879
3326,4218,4942,1,4,0,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3,60,1,0,0,0,0,0,0,0,0,0,216.3333333,0
3327,4219,4943,2,4,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,120,0,1,0,0,0,0,0,0,0,0,235.3333333,7.878787879
3328,4220,4957,2,3,0,4,4,3,3,4,3,3,4,3,3,3,3,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,150,0,1,0,0,0,0,0,0,0,0,172.6666667,1.941747573
3329,4222,4952,2,3,0,4,4,4,4,4,4,4,2,4,2,4,4,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,300,1,0,0,0,0,0,0,0,0,0,254.6666667,4.568527919
3330,4224,4946,2,4,0,5,4,5,5,4,5,4,5,5,5,5,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,350,1,0,0,0,0,0,0,0,0,0,188,20.93023256
3331,4226,4946,2,4,0,2,3,2,3,3,3,3,1,2,1,1,2,2,1,1,2,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,1,200,1,0,0,0,0,0,0,0,0,0,187.6666667,20.93023256
3332,4228,4938,1,3,0,3,3,4,4,3,4,4,3,3,3,5,3,3,2,3,3,3,2,2,4,2,3,3,3,3,3,3,3,3,4,4,4,4,4,1,250,0,0,0,0,0,0,1,0,0,0,185,4.5
3333,4229,4937,2,4,0,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,4,3,2,3,4,3,4,4,5,4,4,4,5,4,5,5,5,5,5,5,500,1,0,0,0,0,0,0,0,0,0,205.3333333,83.33333333
