stuID,schID,gender,pre_region,trans,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per,seoul,bigcity,smallcity,rural,sch_SES,sch_academic_abil,trans_Y1,trans_Y2,trans_Y3
3452,5069,1,3,0,4,3,4,4,4,3,4,3,3,3,4,3,4,3,3,4,3,4,3,3,2,3,4,4,3,4,3,3,4,4,4,4,4,3,3,280,1,0,0,0,0,0,0,0,0,0,176,0.398406375,0,0,1,0,331.1764706,207.1764706,0,0,0
3453,5066,2,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,4,3,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,250,1,0,0,0,0,0,0,0,0,0,186,0.668896321,0,0,1,0,322.5,195.125,0,0,0
3455,5069,2,3,0,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,2,2,2,2,2,3,3,3,3,2,3,4,4,2,2,2,500,0,1,0,0,0,0,0,0,0,0,161.3333333,0.398406375,0,0,1,0,331.1764706,207.1764706,0,0,0
3456,5066,2,3,0,5,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,2,2,3,2,3,4,4,4,3,3,500,1,0,0,0,0,0,0,0,0,0,250.6666667,0.668896321,0,0,1,0,322.5,195.125,0,0,0
3457,5077,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,400,1,0,0,0,0,0,0,0,0,0,169.6666667,1.428571429,0,0,1,0,302.7272727,200.0238095,0,0,0
3458,5069,1,3,0,5,4,4,4,5,4,4,4,4,4,4,5,3,4,3,5,3,2,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,2,450,1,0,0,0,0,0,0,0,0,0,202.6666667,0.398406375,0,0,1,0,331.1764706,207.1764706,0,0,0
3459,5066,1,3,0,4,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,2,4,300,0,1,0,0,0,0,0,0,0,0,170,0.668896321,0,0,1,0,322.5,195.125,0,0,0
3460,5080,2,3,0,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,4,4,3,4,3,3,4,3,3,4,4,4,3,3,300,0,0,0,0,1,0,0,0,0,0,200.6666667,3.012048193,0,0,1,0,295.7142857,192.6666667,0,0,0
3462,5068,1,3,0,4,4,4,4,4,1,1,1,1,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,2,450,1,0,0,0,0,0,0,0,0,0,264.3333333,0,0,0,1,0,385,238.6666667,0,0,0
3463,5066,2,3,0,5,4,4,5,4,5,5,5,5,5,5,3,3,3,4,4,5,5,4,5,4,5,4,4,3,3,4,4,4,4,2,3,2,2,2,600,1,0,0,0,0,0,0,0,0,0,226.6666667,0.668896321,0,0,1,0,322.5,195.125,0,0,0
3464,5080,2,3,0,5,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,2,3,2,3,3,4,3,3,4,4,4,4,3,4,3,2,2,2,3,250,1,0,0,0,0,0,0,0,0,0,210,3.012048193,0,0,1,0,295.7142857,192.6666667,2,0,0
3466,5201,2,4,0,5,4,4,4,4,4,4,4,4,5,5,3,3,3,3,5,3,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,450,1,0,0,0,0,0,0,0,0,0,202.6666667,3.212851406,0,0,0,1,450,202.6666667,0,0,0
3467,5069,1,3,0,5,4,4,4,4,4,4,1,5,1,4,5,3,2,5,5,3,2,2,3,2,2,3,3,3,3,4,4,4,4,4,4,4,4,3,500,0,0,0,1,0,0,0,0,0,0,267,0.398406375,0,0,1,0,331.1764706,207.1764706,1,0,0
3468,5069,1,3,0,4,4,4,4,3,4,4,2,4,2,4,3,3,3,4,4,3,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4,300,1,0,0,0,0,0,0,0,0,0,257.3333333,0.398406375,0,0,1,0,331.1764706,207.1764706,0,0,0
3469,5069,1,3,0,3,3,3,3,3,4,4,3,4,4,3,3,3,2,3,3,4,4,3,4,3,4,3,4,3,3,4,4,4,4,4,4,3,2,2,300,1,0,0,0,0,0,0,0,0,0,199,0.398406375,0,0,1,0,331.1764706,207.1764706,0,0,0
3470,5066,1,3,1,5,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,4,4,5,3,4,5,4,3,3,4,180,1,0,0,0,0,0,0,0,0,0,161.6666667,0.668896321,0,0,1,0,322.5,195.125,1,0,0
3472,5069,2,3,0,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,0,1,0,0,0,0,0,0,0,0,0,151.3333333,0.398406375,0,0,1,0,331.1764706,207.1764706,0,0,0
3475,5069,2,3,0,4,4,3,3,5,3,4,5,4,4,4,3,4,4,2,4,3,4,3,3,1,3,4,3,3,3,3,3,3,3,4,4,3,3,4,300,1,0,0,0,0,0,0,0,0,0,234.3333333,0.398406375,0,0,1,0,331.1764706,207.1764706,NA,0,0
3476,5057,1,3,0,4,4,5,5,4,4,3,2,4,3,5,4,5,4,4,4,3,3,3,3,2,3,3,3,4,3,3,3,3,4,4,4,3,4,3,550,0,0,0,0,0,0,1,0,0,0,298.3333333,3.162055336,0,0,1,0,410,231.3888889,0,0,0
3477,5052,1,3,0,5,3,3,5,4,3,3,3,3,3,3,3,4,3,5,5,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,4,4,800,1,0,0,0,0,0,0,0,0,0,180.3333333,1.442307692,0,0,1,0,395,197.9166667,0,0,0
3478,5053,1,3,0,5,5,4,5,5,5,4,3,5,5,3,5,4,4,5,5,5,5,5,5,5,5,5,4,5,3,4,4,5,5,4,4,5,3,3,300,1,0,0,0,0,0,0,0,0,0,214,1.047120419,0,0,1,0,552,215.4444444,0,0,0
3479,5057,1,3,0,3,3,3,3,3,5,4,5,4,5,4,3,3,3,3,3,4,2,3,4,3,3,3,3,3,3,3,3,3,4,1,1,1,2,3,300,1,0,0,0,0,0,0,0,0,0,225.3333333,3.162055336,0,0,1,0,410,231.3888889,0,0,0
3480,5053,1,3,0,5,4,4,5,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,312,1,0,0,0,0,0,0,0,0,0,205.6666667,1.047120419,0,0,1,0,552,215.4444444,0,0,0
3482,5057,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,3,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,2,500,1,0,0,0,0,0,0,0,0,0,266.3333333,3.162055336,0,0,1,0,410,231.3888889,2,0,0
3483,5054,2,3,0,5,4,4,5,4,5,4,5,5,5,4,4,3,3,3,4,2,2,3,2,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,390,0,0,0,0,1,0,0,0,0,0,218,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3484,5054,2,3,0,5,4,4,5,5,5,5,5,5,4,5,4,4,5,4,4,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,280,1,0,0,0,0,0,0,0,0,0,244.3333333,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3486,5056,2,3,0,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,4,3,3,3,1,300,1,0,0,0,0,0,0,0,0,0,198.3333333,0.81300813,0,0,1,0,400,235.6666667,0,0,0
3487,5054,2,3,0,5,4,4,5,4,4,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,300,1,0,0,0,0,0,0,0,0,0,214.3333333,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3488,5055,1,3,0,3,4,4,4,3,5,5,5,5,2,5,4,4,2,3,4,3,3,3,3,3,4,3,4,4,3,3,4,4,4,3,2,2,3,3,800,0,0,0,1,0,0,0,0,0,0,260.3333333,1.639344262,0,0,1,0,800,260.3333333,0,0,0
3489,5053,1,3,0,2,3,2,3,3,3,3,3,3,3,3,1,2,2,2,2,3,2,3,3,2,3,3,3,3,3,4,3,3,3,4,4,4,4,2,250,0,0,0,0,0,1,0,0,0,0,171.3333333,1.047120419,0,0,1,0,552,215.4444444,0,0,0
3490,5053,1,3,0,4,4,4,4,4,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1600,1,0,0,0,0,0,0,0,0,0,219,1.047120419,0,0,1,0,552,215.4444444,1,0,0
3492,5054,2,3,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,4,1000,0,0,0,1,0,0,0,0,0,0,219.3333333,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3495,5054,2,3,0,4,3,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,450,1,0,0,0,0,0,0,0,0,0,263,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3496,5053,1,3,0,5,3,3,5,3,4,4,4,3,4,4,3,3,3,4,5,4,3,4,3,4,4,4,4,4,3,4,4,4,4,3,4,3,3,2,400,1,0,0,0,0,0,0,0,0,0,236.3333333,1.047120419,0,0,1,0,552,215.4444444,0,0,0
3497,5052,1,3,0,4,3,2,3,4,3,3,4,4,4,4,3,4,3,3,3,2,2,3,3,3,3,3,3,3,2,4,3,3,3,4,4,2,3,4,200,1,0,0,0,0,0,0,0,0,0,200.3333333,1.442307692,0,0,1,0,395,197.9166667,0,0,0
3498,5054,2,3,0,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,300,1,0,0,0,0,0,0,0,0,0,261,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3499,5054,2,3,0,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,3,3,2,2,450,1,0,0,0,0,0,0,0,0,0,214.3333333,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3500,5054,2,3,0,5,4,4,4,5,3,3,3,3,2,2,4,4,3,3,4,3,4,2,2,3,3,3,4,4,3,2,3,2,4,3,4,4,3,2,500,1,0,0,0,0,0,0,0,0,0,207.3333333,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3501,5057,1,3,0,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,2,2,3,2,4,2,3,3,3,4,4,3,3,4,4,4,4,4,300,0,0,0,0,0,1,0,0,0,0,198.3333333,3.162055336,0,0,1,0,410,231.3888889,0,0,0
3502,5052,1,3,0,5,5,4,4,4,3,3,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,380,1,0,0,0,0,0,0,0,0,0,221.6666667,1.442307692,0,0,1,0,395,197.9166667,0,0,0
3503,5057,1,3,0,3,3,3,3,3,4,4,3,3,3,4,3,4,2,3,3,3,2,3,3,3,3,4,4,4,3,4,3,3,4,4,4,3,3,4,400,0,0,0,1,0,0,0,0,0,0,224.3333333,3.162055336,0,0,1,0,410,231.3888889,0,0,0
3504,5054,2,3,0,4,4,3,4,4,4,4,5,5,5,5,4,3,2,3,3,4,4,5,5,5,5,4,4,5,4,5,5,4,5,4,4,4,4,2,350,1,0,0,0,0,0,0,0,0,0,221,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3505,5056,2,3,0,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2,2,3,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,500,1,0,0,0,0,0,0,0,0,0,251,0.81300813,0,0,1,0,400,235.6666667,0,0,0
3506,5054,2,3,0,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,3,3,4,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,2,450,1,0,0,0,0,0,0,0,0,0,256,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3507,5053,1,3,0,4,3,3,4,4,5,4,5,4,5,5,3,4,3,4,3,3,2,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,3,2,450,1,0,0,0,0,0,0,0,0,0,246.3333333,1.047120419,0,0,1,0,552,215.4444444,0,0,0
3508,5052,1,3,0,4,4,4,4,4,3,3,3,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,2,200,1,0,0,0,0,0,0,0,0,0,189.3333333,1.442307692,0,0,1,0,395,197.9166667,0,0,0
3509,5054,2,3,0,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3,2,390,1,0,0,0,0,0,0,0,0,0,196.6666667,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3510,5054,2,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,5,2,2,4,4,4,4,4,3,3,4,4,4,4,4,3,3,500,1,0,0,0,0,0,0,0,0,0,261.3333333,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3511,5054,2,3,0,5,4,4,5,4,4,4,5,4,5,5,4,4,4,3,4,2,2,3,3,4,4,3,3,3,3,4,4,4,4,5,5,3,3,3,500,1,0,0,0,0,0,0,0,0,0,277,2.380952381,0,0,1,0,461.875,236.7894737,1,0,0
3512,5056,2,3,0,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,400,1,0,0,0,0,0,0,0,0,0,252,0.81300813,0,0,1,0,400,235.6666667,0,0,0
3513,5056,2,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,4,4,3,3,4,4,4,4,3,3,5,5,5,5,5,400,0,0,1,0,0,0,0,0,0,0,241.3333333,0.81300813,0,0,1,0,400,235.6666667,0,0,0
3515,5054,2,3,0,5,5,4,5,4,4,4,4,4,4,4,3,4,4,3,3,3,1,3,2,2,4,4,4,4,4,4,4,4,4,3,4,4,3,5,700,0,0,0,1,0,0,0,0,0,0,279.6666667,2.380952381,0,0,1,0,461.875,236.7894737,0,0,0
3517,5080,2,3,0,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,250,1,0,0,0,0,0,0,0,0,0,208.3333333,3.012048193,0,0,1,0,295.7142857,192.6666667,0,0,0
3518,5077,1,3,0,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,5,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,150,1,0,0,0,0,0,0,0,0,0,146,1.428571429,0,0,1,0,302.7272727,200.0238095,0,0,0
3519,5068,1,3,0,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,2,3,3,2,3,2,2,3,3,3,2,2,4,5,3,4,3,1,320,1,0,0,0,0,0,0,0,0,0,213,0,0,0,1,0,385,238.6666667,0,0,0
3520,5077,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,3,3,3,3,3,4,3,3,4,3,4,4,3,2,500,0,0,0,0,0,1,0,0,0,0,202,1.428571429,0,0,1,0,302.7272727,200.0238095,0,0,0
3521,5077,1,3,0,3,4,2,3,3,3,4,4,4,4,4,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,250,0,1,0,0,0,0,0,0,0,0,192.6666667,1.428571429,0,0,1,0,302.7272727,200.0238095,0,0,0
3522,5080,2,3,0,4,4,4,4,4,3,4,5,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,3,2,2,250,1,0,0,0,0,0,0,0,0,0,195.3333333,3.012048193,0,0,1,0,295.7142857,192.6666667,0,0,0
3524,5077,1,3,0,5,3,4,5,3,3,3,3,3,3,3,5,4,3,4,5,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,2,350,0,1,0,0,0,0,0,0,0,0,141.3333333,1.428571429,0,0,1,0,302.7272727,200.0238095,0,0,0
3525,5069,1,3,0,5,4,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,3,3,3,3,2,3,3,3,3,4,4,3,3,3,450,1,0,0,0,0,0,0,0,0,0,231,0.398406375,0,0,1,0,331.1764706,207.1764706,0,0,0
3526,5069,1,3,0,3,3,2,3,2,4,4,3,4,3,4,3,2,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,280,1,0,0,0,0,0,0,0,0,0,169,0.398406375,0,0,1,0,331.1764706,207.1764706,1,0,0
3527,5080,2,3,0,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,4,4,4,3,2,400,1,0,0,0,0,0,0,0,0,0,179,3.012048193,0,0,1,0,295.7142857,192.6666667,0,0,0
3528,5077,1,3,0,4,4,4,5,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,200,1,0,0,0,0,0,0,0,0,0,228.6666667,1.428571429,0,0,1,0,302.7272727,200.0238095,0,0,0
3529,5077,1,3,0,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,230,1,0,0,0,0,0,0,0,0,0,214.6666667,1.428571429,0,0,1,0,302.7272727,200.0238095,0,0,0
3530,5064,1,3,0,5,5,5,5,5,3,3,3,3,3,4,4,3,2,5,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,5,5,5,5,1,250,0,0,0,0,1,0,0,0,0,0,172.6666667,0.99009901,0,0,1,0,250,172.6666667,0,1,0
3531,5077,1,3,0,4,3,4,4,4,3,3,1,3,2,3,4,3,4,3,4,4,3,4,4,3,4,4,4,5,4,4,4,4,4,4,3,4,2,1,250,1,0,0,0,0,0,0,0,0,0,247.3333333,1.428571429,0,0,1,0,302.7272727,200.0238095,0,0,0
3532,5077,1,3,0,5,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,3,3,4,3,2,300,1,0,0,0,0,0,0,0,0,0,206.6666667,1.428571429,0,0,1,0,302.7272727,200.0238095,0,0,0
3534,5066,2,3,0,4,4,4,4,4,3,3,4,2,3,2,3,3,3,3,3,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,200,1,0,0,0,0,0,0,0,0,0,132,0.668896321,0,0,1,0,322.5,195.125,0,0,0
3537,5080,2,3,0,5,5,5,5,4,5,5,5,5,5,5,4,4,3,5,5,3,2,2,4,4,4,4,4,4,4,4,3,4,4,2,2,2,2,2,220,1,0,0,0,0,0,0,0,0,0,186.6666667,3.012048193,0,0,1,0,295.7142857,192.6666667,1,0,0
3538,5069,2,3,0,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,2,1,3,4,3,3,4,4,4,4,4,4,4,3,2,2,4,220,0,0,0,0,0,0,1,0,0,0,181.6666667,0.398406375,0,0,1,0,331.1764706,207.1764706,0,0,0
3539,5077,1,3,0,4,4,4,5,4,3,3,2,3,3,3,4,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,2,400,1,0,0,0,0,0,0,0,0,0,214.6666667,1.428571429,0,0,1,0,302.7272727,200.0238095,0,0,0
3540,5069,2,3,0,4,4,3,4,4,4,4,5,4,4,5,2,3,1,1,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,4,2,4,2,500,1,0,0,0,0,0,0,0,0,0,244.6666667,0.398406375,0,0,1,0,331.1764706,207.1764706,0,0,0
3541,5071,1,3,0,3,2,2,2,3,3,3,4,3,3,4,3,3,2,3,4,4,4,4,3,2,4,4,4,4,3,4,4,3,4,5,5,5,3,1,900,1,0,0,0,0,0,0,0,0,0,171.3333333,0.458715596,0,0,1,0,435.2352941,198.3137255,0,0,0
3543,5069,1,3,0,4,5,4,4,3,3,3,1,2,1,1,4,4,4,3,4,4,2,2,4,3,4,4,3,4,4,5,4,4,5,3,3,2,2,3,330,1,0,0,0,0,0,0,0,0,0,242,0.398406375,0,0,1,0,331.1764706,207.1764706,0,0,0
3544,5080,2,3,0,5,5,5,5,5,4,5,5,5,5,5,4,3,4,4,4,2,1,2,3,3,1,3,3,2,3,2,3,3,3,4,4,4,4,1,400,1,0,0,0,0,0,0,0,0,0,168.6666667,3.012048193,0,0,1,0,295.7142857,192.6666667,0,0,0
3546,5044,2,4,0,5,5,5,5,5,3,4,5,4,4,4,3,2,5,5,4,3,3,3,3,3,3,2,4,3,3,3,3,3,3,2,2,2,2,2,180,1,0,0,0,0,0,0,0,0,0,193,9.89010989,0,0,0,1,326,206.9333333,0,0,0
3548,5044,2,4,0,4,5,4,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,400,1,0,0,0,0,0,0,0,0,0,207.6666667,9.89010989,0,0,0,1,326,206.9333333,0,0,0
3550,5043,1,4,0,3,5,3,4,3,3,4,4,4,3,4,4,3,3,3,3,4,4,3,4,4,4,3,3,4,3,3,4,3,3,2,2,2,2,4,150,1,0,0,0,0,0,0,0,0,0,188,15.78947368,0,0,0,1,150,188,0,0,0
3552,5044,2,4,0,4,3,3,4,4,3,3,1,3,1,3,2,4,2,3,3,2,2,4,3,3,3,3,3,4,3,4,2,3,3,5,5,4,2,5,300,1,0,0,0,0,0,0,0,0,0,210.6666667,9.89010989,0,0,0,1,326,206.9333333,0,0,0
3553,5058,1,4,0,5,4,5,5,3,3,3,3,3,4,4,4,4,3,4,3,5,4,4,4,4,5,3,3,3,3,4,4,4,4,4,4,4,4,4,300,1,0,0,0,0,0,0,0,0,0,221.3333333,9.090909091,0,0,0,1,876,241.1333333,1,0,0
3554,5058,1,4,0,3,3,3,4,3,4,3,4,3,3,3,3,3,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,100,1,0,0,0,0,0,0,0,0,0,199.3333333,9.090909091,0,0,0,1,876,241.1333333,0,0,0
3555,5058,2,4,0,4,3,3,4,3,3,3,4,4,4,3,3,3,3,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3000,1,0,0,0,0,0,0,0,0,0,204,9.090909091,0,0,0,1,876,241.1333333,0,0,0
3556,5058,2,4,0,2,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,2,3,3,3,3,4,4,4,3,3,3,2,4,4,4,4,4,440,1,0,0,0,0,0,0,0,0,0,294.6666667,9.090909091,0,0,0,1,876,241.1333333,2,0,0
3557,5058,1,4,0,4,4,5,4,4,5,4,4,4,3,4,3,3,2,4,4,4,5,4,4,4,4,3,2,3,4,4,4,3,3,5,5,5,4,5,540,0,0,0,1,0,0,0,0,0,0,286.3333333,9.090909091,0,0,0,1,876,241.1333333,2,0,0
3559,5067,2,3,0,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,250,1,0,0,0,0,0,0,0,0,0,160.6666667,2.75,0,0,1,0,250,160.6666667,0,0,0
3560,5078,2,3,0,5,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,4,4,3,3,3,320,0,0,0,1,0,0,0,0,0,0,226.3333333,0.429184549,0,0,1,0,360,226.1666667,0,0,0
3561,5065,1,3,0,5,5,5,5,5,4,3,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,4,3,4,3,4,4,4,4,3,3,3,3,4,330,1,0,0,0,0,0,0,0,0,0,155.3333333,1.511335013,0,0,1,0,330,155.3333333,0,1,0
3562,5061,2,4,0,5,4,5,5,4,4,4,1,2,1,3,2,3,2,2,3,4,2,2,2,2,3,3,4,3,3,3,3,4,3,3,1,1,1,1,300,1,0,0,0,0,0,0,0,0,0,193.6666667,55.55555556,0,0,0,1,236.6666667,192.3333334,0,0,0
3564,5072,1,3,0,4,4,4,5,3,4,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,2,120,0,1,0,0,0,0,0,0,0,0,254.6666667,2.259887006,0,0,1,0,345,224.8,0,0,0
3565,5061,2,4,0,5,4,3,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,160,0,0,0,1,0,0,0,0,0,0,202.6666667,55.55555556,0,0,0,1,236.6666667,192.3333334,0,0,0
3568,5046,2,4,0,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,120,1,0,0,0,0,0,0,0,0,0,195.6666667,0,0,0,0,1,280,222.1666667,1,0,0
3570,5046,2,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,500,0,0,1,0,0,0,0,0,0,0,228.3333333,0,0,0,0,1,280,222.1666667,0,0,0
3571,5046,1,4,0,5,4,5,5,4,4,3,2,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,4,5,4,5,4,4,4,4,3,220,1,0,0,0,0,0,0,0,0,0,228.6666667,0,0,0,0,1,280,222.1666667,0,0,0
3572,5060,1,4,0,5,5,5,5,5,4,4,4,3,1,3,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,4,4,2,2,2,500,1,0,0,0,0,0,0,0,0,0,190.3333333,9.661835749,0,0,0,1,463.4615385,190.2298851,0,0,0
3579,5060,1,4,0,5,4,5,5,4,4,4,5,4,5,5,4,5,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,500,0,0,0,0,1,0,0,0,0,0,201.6666667,9.661835749,0,0,0,1,463.4615385,190.2298851,0,0,0
3580,5060,1,4,0,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,250,1,0,0,0,0,0,0,0,0,0,170.6666667,9.661835749,0,0,0,1,463.4615385,190.2298851,0,0,0
